[ə'bændən] v./n.放弃；放纵
[prə'kjuəmənt] n.获得，接收
[prɔd] v.刺，捅；激励
['prɔdiɡəl] a.挥霍的；n.挥霍者
[prə'didʒəs] a.(体积，数量，程度上)巨大的
['prɔdidʒi] n.奇事，奇观(尤指自然现象)；奇才，天才
['prɔdju:s] n.产品；农产品
[,prɔdʌk'tiviti] n.生产力；生产率
[prə'fein] v.亵渎，玷污
['prɔfə] n./v.献出，提供；提议，建议
[prə'fiʃənt] a.熟练的，精通的
['prəufail] n.外形；(尤指人面部的)轮廓侧面像
[,prɔfi'tiə] n.奸商，牟取暴利者，大发不义之财者
['prɔfliɡit] a.挥金如土的；n.挥霍者
[prə'faund] a.深的，深刻的；渊博的，深奥的
[prə'fju:s] a.很多的；浪费的
['prɔdʒini] n.后代，子女
[prɔɡ'nəusis] n.预后，对疾病的发作及结果的预言
[prə'hibitiv] a.抑制的；价格贵得买不起的
[prə'dʒektail] n.抛射物，发射体
[prə'dʒekʃən] n.凸出物
[prə'dʒektə] n.电影放映机，幻灯机
[prəu'lifəreit] v.迅速繁殖；激增
[prə'lifik] a.多产的，多结果的
['prəuliks] a.(说话、写作)啰嗦的，冗长而乏味的
[prəu'liksəti] n.啰嗦
['prəulɔɡ] n.开场白；序幕，一系列事情的开端
[prə'lɔŋ] v.延长，拉长
[,prɔmi'nɑ:d] v./n.散步；开车兜风
['prɔminənt] a.显著的；著名的
[prə'məut] v.提升；促进
[prɔmpt] v.促使，激起；a.敏捷的，迅速的
['prɔməlɡeit] v.颁布(法令)；宣传，宣扬
[prəun] a.俯卧的；倾向于„的
[prə'naunst] a.(观点等)强硬的，明显的
[prɔp] n.支撑物；后盾，靠山；v.支持
['prɔpəɡeit] v.繁殖；传播
[,prɔpə'ɡeiʃən] n.繁殖
[prə'pel] v.推进
[prə'pelə] n.螺旋桨；推进器
[prə'pensiti] n.嗜好，习性
['prɔfisi] n.预言
['prɔfit] n.先知，预言家
[prə'fetik] a.先知的，预言的，预示的
[prə'piʃieit] v.讨好；抚慰
[prə'piʃəs] a.吉利的；有利的
[prə'pəuzəl] n.提案，建议
[,prɔpə'ziʃən] n.看法；提议
[prə'praiətəri] a.私有的
[prə'praiəti] n.礼节；适当
[prə'pʌlʃən] n.推进力
[prəu'zeiik] a.单调的，无趣的
[prəu'skraib] v.禁止
[prəuz] n.散文
['prɔsikju:t] v.(法)告发，检举
[,prɔsi'kju:ʃən] n.起诉；实行，经营，从事
['prɔsilitaiz] v.劝诱别人接受自己的信仰、宗教
[prə'spekt, 'prɔspekt] v.勘探；n.有根据的期望；前景；景色，景观
[prɔs'periti] n.繁荣；幸运；健康
['prɔspərəs] a.(尤指经济)繁荣富强的
[prɔs'treit] a.(尤指因精疲力竭而)俯卧的；无能为力的，沮丧的；v.使下跪鞠躬
[prəu'tæɡənist] n.提议者，领导者
['prəutiən] a.变化多端的，多变的
[prə'test, 'prəutest] v./n.抗议，反对
['prəutəkɔl] n.外交礼节；(外交协议的)草案
['prəutətaip] n.原型；典型
['prɔtrækt] v.(贬)延长，拖长
[prə'tju:bərəns] n.凸出，隆起
[prə'tju:bərənt] a.凸出的，隆起的
['prɔvinəns] n.(艺术等的)出处，起源
['prɔvində] n.(牛马吃的)草料，粮秣
['prɔvidənt] a.深谋远虑的；节俭的
[prɔvi'denʃəl] a.幸运的；(时机)恰到好处的
[prə'vinʃəl] a.(贬)偏狭的，守旧的，过时的
[prə'viʒən] n.(粮食)供应；(法律等)条款
[prə'viʒənl] a.暂时的，临时的
[prə'vaizəri] a.有附带条件的
[,prɔvə'keiʃən] n.挑衅，激怒
['prauis] n.勇敢；不凡的能力
[praul] v.潜行于，偷偷地漫游
['prɔksimit] a.(时间、次序)最接近的，直接的
[pru:d] n.(贬)过分守礼拘谨的人
['pru:dəns] n.谨慎，小心
['pru:dənt] a.审慎的，三思而后行的；判断力强的，精明的；节俭的
['pru:diʃ] a.过分守礼拘谨的，假道学的
[pru:n] n.梅干；v.修剪
[prai] v.刺探，打听；撬开
['sju:dənim] n.假名，笔名
['saiki] n.心智，精神
[sai'kɔlədʒi] n.心理学，心理状态
['pʌblisaiz] v.宣传，引人注意
['pʌkə] v.起皱；n.皱褶
['pʌkiʃ] a.淘气的，恶作剧的
['pʌdl] n.水坑，洼
['pjuərail] a.幼稚的；儿童的
['pju:dʒilizəm] n.拳击，搏击
['pju:dʒilist] n.拳击手，拳师
[pʌɡ'neiʃəs] a.好斗的
['pju(:)isns] n.权力
['pju:isənt] a.强有力的，强大的
['pʌlkritju:d] n.美丽
['pulit] n.小母鸡
['puli] n.滑轮；滑车
[pʌlp] n.果肉酱；纸浆
[pʌls] v.搏动，跳动；n.脉搏；脉冲
['pʌlvəraiz] v.压成细粉；彻底击败
[pʌn] n.双关语
[pʌntʃ] v.以拳猛击；打洞
[pʌŋk'tiliəs] a.谨慎的，一丝不苟的
['pʌŋktʃə] v.刺穿，刺破；n.刺孔，穿孔
['pʌndit] n.权威人士，专家
['pʌndʒənt] a.味道刺激的；苛刻的
['pju:ni] a.弱小的，发育不良的
['pə:tʃəs] n.支点(阻止东西下滑)
['pə:ɡətiv] n.泻药
['pə:ɡətəri] n.(天主教教义中的)炼狱；受苦受难的地方
[pə:dʒ] v.清洗，清除(政敌)；净化心灵，洗涤罪恶
['pjuərifai] v.使洁净，净化
['pjuriti] n.纯洁，纯净；纯度
['pə:lju:] n.(常作复数)邻近地区
[pə:'lɔin] v.偷窃
[pə:'pɔ:tid] a.谣传的，声张的，号称的
[pə'sju:] v.追赶，追求，追踪
[pə:'vei] v.(大量)供给，供应(尤指粮食)
[pju:si'læniməs] a.胆小的
['pailən] n.高压电线架；桥塔
[paiə] n.火葬用的柴堆
[kwæk] n.冒充内行之人；庸医
[kwɑ:f, kwɔf] v.痛饮，畅饮
[kweil] v.畏惧，颤抖
[kweint] a.离奇有趣的
['kwɔlifaid] a.有资格的；有限制的
[kwɑ:mz] n.疑虑(尤指有关良心问题的)
['kwɔndəri] n.困惑，进退两难
['kwɑntəm] n.量子；定量
['kwɔrənti:n] n.(为防传染疾病的)隔离检疫期，隔离
['kwɔri] n.猎物
[kwɔ:'tet] n.四重奏，四重唱
[kwɔʃ] v.镇压；(依法)取消
['kweivə] v.发颤音，声音颤抖；n.颤音
[ki:] n.码头
[kwel] v.制止，镇压
[kwentʃ] v.熄灭(火)；抑制(欲望，情感)
['kweruləs] a.抱怨的，多牢骚的
[kwest] v.搜寻，探求；n.探求
[kju:] v.排队；n.长队
['kwibl] n.遁词，回避正题的话；吹毛求疵的反对意见
[kwai'esənt] a.不动的，静止的
[kwil] n.(豪猪等动物的)刺
[kwə:k] n.巧合；怪癖
['kwizliŋ] n.卖国贼，内奸
['kwivə] n.箭筒，箭囊；n.&v.颤动
[kwik'sɔtik] a.不切实际的，空想的
['kwəutə] n.定额，配额
[kwəut] v.引用，引述
[kwəu'tidiən] a.每日发生的；平凡的，普通的
['ræbl] n.乌合之众，暴民；下等人
['ræbid] a.患狂犬病的；失去理性的，极端的，疯狂的
['reibi:z] n.狂犬病；恐水病
[rækɔn'tə:] n.善于讲故事的人
['reisi] a.活泼的，生动的
['reidjəs] n.半径
['ræfiʃ] a.粗俗的；俗艳的，华而不实的
['ræfl] n.(尤指为公益事业举办的)抽奖售物(活动)
['rɑ:ftə] n.椽子(支撑屋顶的平行横梁)；放伐人
[ræɡ] n.旧布，碎布；破旧衣服
[reidʒ] n.盛怒；v.激怒
['ræɡid] a.破烂的
['ræɡtaim] n.拉格泰姆音乐(黑人爵士乐)；a.使人发笑的，滑稽的
[reid] n.突然袭击
[reil] n.栏杆，护栏；铁轨；v.咒骂，猛烈指责
['reizn] n.葡萄干
['reikiʃ] a.潇洒的；放荡的，不拘俗套的
['ræli] v.召集，集会；n.召集；集会
[ræm] n.公羊；撞锤；填塞，活塞
['ræmbl] n./v.漫步
[ræm'bʌŋkʃəs] a.骚乱的；(兴奋)控制不了的
['ræmifai] v.使分支，使分叉
['ræmpeidʒ] v.狂暴地乱冲；n.暴怒，暴行
['ræmpənt] a.(罪恶，疾病)猖獗的，难以遏制的
['ræmpɑ:t] n.壁垒；城墙
['ræm,ʃækl] a.(房屋，车辆)破旧不堪的
['rænsid] a.不新鲜的，变质变味的
['ræŋkə(r)] n.深仇，怨恨
['rændəm] a.没有明确目的、计划或者目标的；随机的
['reindʒə] n.森林管理员；巡逻骑警
['ræŋkl] v.使怨恨；激怒
['rænsəm] n.赎金；赎身；v.赎回
[rænt] v.咆哮，强烈指责；口出狂言
[rə'peiʃəs] a.强夺的，抢劫的；贪婪的(尤指财物)
['ræpidz] n.(河的)急流，湍流
[ræ'pɔ:t] n.和睦，意见一致，融洽和谐关系
[ræ'prɔʃmɔŋ] n.和好，友好关系的恢复(尤指国家间)
[ræpt] a.专心致志的，全神贯注的
[,reəri'fækʃən] n.稀薄
['ra:spi] a.(声音)刺耳的；恼人的
[,rætifi'keiʃən] n.正式批准
[,rætiɔsi'neiʃən] n.推理；推论
['ræʃən] n.(尤指食物短缺时)定量配给；v.(按定量)配给
['ræʃənl] a.理性的；合理的
['rætl] v.使格格作响；使慌乱
['rɔ:kəs] a.(声音)沙哑的，粗糙的
['rævidʒ] v.摧毁，使荒废
[reiv] n.热切赞扬；v.狂语，说疯话
['rævəl] v.(线，情感)纠缠，纠结；(线)拆开，拆散
['rævinəs] a.饿极了的
[rə'vi:n] n.既深又宽、坡度很大的山谷
['ræviʃiŋ] a.令人陶醉的，使人入迷的
[reiz] v.彻底破坏(建筑、城镇)
['reizə] n.剃刀，刮胡刀
[ri'æktənt] n.反应物
[ri(:)'ækʃənəri] a.保守的，反动的，反对改革进步的
['redili] adv.不迟疑地；迅速地，轻易地
['redi] a.机敏的，迅速的
[ri(:)'eidʒənt] n.试剂(导致化学或生物反应)
[,riə'lain] v.重新组合(排列)
[relm] n.王国；领域，范围
[ri:m] n.令(纸张的计数单位，旧为张，现为或)
[ri:p] v.收割，收获(庄家，尤指谷物)
['ri:pə] n.收割者
['ri:beit] n.折扣，回扣
[ri'beljəs] a.反抗的，叛逆的，难控制的
[ri'bʌf] v.粗暴拒绝(好意，友好，请求)
[ri'bju:k] v.指责，谴责
['ri:bəs] n.(以音、画等提示的)字谜，画谜
[ri'bʌtəl] n.反驳
[ri'kælsitrənt] a.顽抗的，不服从的，不守纪律的
[ri'kɔ:l] v.回想，回忆起；收回；n.唤回，召回
[ri'kænt] v.改变，放弃(以前的信仰)
[,rikæn'teiʃn] n.改变（宗教）信仰
[,ri:kə'pitjuleit] v.扼要重述，重述要点
[,ri:'kɑ:st] v.重铸；更换演员
[ri'si:d] v.后退；收回(诺言)
[ri'si:t] n.收到，接到；发票，收据
[ri'septəkl] n.容器
[ri'septiv] a.善于接受的
[ri'ses] n.壁凹(墙上装的架子、柜子等凹处)；(工作)休假期；(法庭、国会)休庭期
[ri'seʃən] n.经济萧条时期；撤回，退回
[ri'sesiv] a.隐性遗传的；有倒退倾向的
['resipi] n.食谱
[ri'sipiənt] n.接受者，收受者
[ri'siprəkəl] a.相互的，互惠的
[ri'siprəkeit] v.回报，答谢
[ri'saitl] n.独奏；吟诵
[ri'kleim] v.纠正(错误)；开垦(土地)
[ri'klu:s] n.隐士；a.隐居的
[ri'kɔil] v.退却，退缩
[,rekə'lekʃən] n.记忆力；记忆中的往事
[ri:kəm'bain] v.重组，再结合
['rekəmpəns] v.报酬，赔偿
['rekənsail] v.和解，调和
[ri'kɔndait] a.深奥的，难懂的
[ri'kɔnisəns] n.侦察，预先探索
['ri:'kɔnstitju:t] v.再组成，改组；用水泡(脱水食品)
[ri'kɔ:s] n.求助，依靠
[ri'kru:t] n.新兵；新成员；v.征募
['rektæŋɡl] n.长方形，矩形
['rektifai] v.改正，调正；提纯(尤指蒸馏)
['rektitju:d] n.诚实，正直
[ri'kʌmbənt] a.(人)躺着的，斜靠的；休息的
[ri'kju:pəreit] v.恢复(健康)，复原
[ri'di:m] v.赎罪
[ri'demptiv] a.(用以)赎回的，救赎的，救世的
['ri:di'rekt] v.改寄(信件)；改变方向
['ri:distri'bju:ʃən] n.重新分配
['redəulənt] a.芬芳的，芳香的
[ri'dautəbl] a.可敬畏的，可怕的
[ri'dres] n.改正，修正
[ri'dʌndənsi] n.过剩，裁员；备份；似乎多余其实重要的后备力量
[ri'dʌndənt] a.累赘的，多余的
[ri:d] n.芦苇；(乐器)簧片(如单、双簧管中的)
[ri:k] v.发臭味；冒烟
[ri:l] n.卷轴，旋转；v.卷„于轴上
[ri'fektəri] n.(学院)餐厅，食堂
[,refə'ri:] n.裁判员；仲裁者
[ri'fainəri] n.提炼厂，精炼厂
[ri'flekt] v.反射；仔细考虑
[ri'frækʃən] n.折射
[ri'fræktəri] a.倔强的，难管教的；反应迟钝的
[ri'frein] v.抑制；n.歌曲的反复句，叠句
[ri'freʃ] v.消除„的疲劳，使精神振作
[,refju(:)'dʒi:] n.难民，流亡者
[ri'fʌldʒənt] a.辉煌的，灿烂的
[,ri:'fə:biʃ] v.擦亮
[ri'fju:t] v.驳斥
[ri'ɡeil] v.款待，宴请；使„享受，使„开心
[rei'ʒi:m] n.政权，政治制度
['ri:ɡres] v.使倒退，复原，逆行
[ri'ɡresiv] a.退步的，退化的
['reɡjuleit] v.(依法)管制；调整(仪器等)
[,ri:(h)ə'biliteit] v.修复，恢复(职业、名誉、地位等)
[ri'hə:səl] n.排演，演习
[ri'hə:s] v.排练，预演；详述
[rein] n.统治时期；王朝；领域
[,ri:im'bə:s] v.偿还
[rein] n.缰绳；v.控制
[,ri:in'fɔ:s] v.加强力量，增援
['ri:in'steit] v.恢复(原职)
[ri:'itəreit] v.重申，反复地说
[ri'dʒɔis] v.喜欢，高兴
[ri'dʒu:vineit] v.使返老还童
[ri'læps] n.旧病复发；再度恶化，倒退；v.旧病复发，再恶化
[ri'leit] v.讲述；有关联，将两事物联系起来
[,ri:læk'seiʃən] n.松弛，消遣
[ri'li:s] v.释放，放出；n.释放
['reliɡeit] v.降级，降职
[ri'lent] v.动怜悯心，发慈悲；减弱
[ri'lentiŋ] a.减弱的，怜悯的
[ri'lentlis] a.无情的，残酷的
['reləvəns] n.相关
[ri'laiəns] n.信赖，信任
['relik] n.遗物，遗迹
[ri'li:vd] a.宽慰的，如释重负的
[ri'lidʒən] n.宗教，信仰
[ri'liŋkwiʃ] v.放弃，废除
['reliʃ] n.美味；喜好；v.喜好，享受
[ri'meində] n.剩余的人或物
[ri'meins] n.遗址，废墟
[ri'maində] n.提醒人记忆之物
[,remi'nis] v.&n.追忆，怀旧
[ri'mis] a.疏忽的，不留心的
['remnənt] n.残余物；零头布料
[ri'mɔ:s] n.懊悔，悔恨，自责
[ri'mu:v] v.移走；脱掉；迁移
[ri'mju:nərətiv] a.有报酬的，有利润的
[rend] v.撕裂；猛拉
['rendə] v.呈递，表现；提供„作为报偿或交换
['rendəriŋ] n.演出；翻译
['rɔndivu:] n.约会；约会地点
['reniɡeid] n.(政党，宗教，事业的)叛教者，叛徒
[ri'ni:ɡ] v.背信，违约
[ri'nauns] v.(正式)放弃
['renəuveit] v.修复，装修，翻新(尤指旧建筑)
[ri'naun] n.名望，声誉
[rent] n.裂缝，破裂处；(意见)分歧
['repərəbl] a.能补救的，可挽回的
[,repə'reiʃən] n.赔偿，补偿
[,repɑ:'ti:] n.快速机灵的回答
[ri:'pætrieit] v.(自异国)遣返回国
[ri'pi:l] v.废除(法律)
[ri'pel] v.击退；使„反感
[ri'pelənt] a.令人厌恶的
[,ri:pə(:)'kʌʃən] n.反响，后果，(尤指不良的)间接影响；回声
['repətwɑ:] n.(剧团等)常备剧目(以备随时演出)
[ri'pain] v.不满，心中抱怨
[ri'pleniʃ] v.补充，再装满
[ri'pli:t] a.饱食的；塞满的，供应充足的
[,repə'tɔ:riəl] a.记者的；纪实的
[ri'pəuz] n./v.躺着休息，安睡
[repri'hend] v.谴责，责难
[,repri'hensəbl] a.应受谴责的
[ri'prest] a.(情感)被压制的，被压抑的
[ri'pri:v] v.缓刑，暂时解救；n.缓刑，暂时解救
['reprima:nd] n.训诫，谴责；v.训诫，谴责
[ri'praizəl] n.(政治或军事的)报复
[ri'praiz] n.(音乐剧中)乐曲的重复；重复，重新开始
[ri'prəutʃ] n.谴责，责骂
['reprəubeit] v.谴责，指责；adj./n.堕落的(人)
[ri'pru:f] n.责斥，责备
[ri'pru:v] v.责骂，申斥
['reptil] n.爬行动物；卑劣的人
[rep'tiliən] a.爬虫类的；卑下的
[ri'pju:dieit] v.拒绝，抛弃
[ri'pʌɡnəns] n.强烈嫌恶、反感
[ri'pʌɡnənt] a.令人厌恶的
[ri'pʌls] v.&n.驱逐，击退；厌恶，粗暴拒绝
[ri'pʌlʃən] n.厌恶，反感；(物)排斥力
[,repju'teiʃən] n.名声
[ri'pju:t] n.名声，名誉
[ri'kwest] n.要求，请求；v.要求，请求
['rekwizit] n.必需物；a.必要的
[ri'kwait] v.报答；报复
[ri'sind] v.废除，取消(法规，合同)
[ri'siʒən] n.废除
['reskju:] n./v.解救；把„从法律监管下强行夺回，非法劫回
[ri'zent] v.憎恶，愤恨
[ri'zentmənt] n.愤恨，怨恨
[ri'zə:v] n.储备(物)，储藏量；寡言，谨慎；v.保留，储备，预订(座位，住处)
[ri'zaid] v.(永久性)居住，定居
['rezidənt] n.居民；a.定居的，常驻的
[ri'zidjuəl] a.残余的，剩余的
['rezidju:] n.剩余物
[,reziɡ'neiʃən] n.听从，顺从；辞职
[ri'zaind] a.逆来顺受的，顺从的
[ri'ziliəns] n.弹性，弹力，迅速恢复的能力
[ri'ziliənt] a.有弹性的；能恢复活力的，适应力强的
['rezin] n.树脂
['rezənənt] a.(声音)洪亮的；共鸣的，产生共振的
[ri'zɔ:t] n.度假胜地
[ri'zaund] v.回荡着声音；鸣响
[ri'sɔ:sful] a.机智的，善于随机应变的
[,respi'reiʃən] n.呼吸
['respait] n.休息(时间)；暂缓
[ris'plendənt] a.华丽的，辉煌的
[ris'pɔndənt] n.被告
[ris'pɔns] n.反应，响应，回答
[ris'pɔnsiv] a.敏感的，反应快的
[ris'pɔnsivnis] n.(积极快速的)应答，响应
[,resti'tju:ʃən] n.(物品)归还原主；(对损害的)赔偿
['restiv] a.不安静的，不安宁的
['restivnis] n.倔强，难以驾御
['restlis] a.不停的；不安静的
[ris'tɔ:] v.使回复、恢复至原状；修复、修补至原状
[ris'tɔ:d] a.恢复至原状的，复修至原状的
[ris'trein] v.克制，抑制
[ris'treint] n.(自我)克制
[ri'zju:m] v.重新开始，(停顿后)继续进行
[ri'sə:dʒəns] n.再起，复活，再现，复兴
[,rezə'rekt] v.使(人)复活；使(事物)复兴
[ri'sʌsiteit] v.使复活，使苏醒
['ri:teil] v.零售；n.零售
[ri'tein] v.保留，保持；留住
[ri'teinə] n.侍从
[ri'tælieit] v.报复，反击
[ri,tæli'eiʃən] n.报复
[ri'tɑ:d] v.妨碍；减速
['retisənt] a.沉默不语的，有保留的
['retinju:] n.侍从，随员团
[ri'taiəriŋ] a.隐居的，不喜欢社交的
[ri'tɔ:t] v.反驳
[ri:'tʌtʃ] v.(照片、画)修描，润色
[ri'treis] v.回顾，追溯；原路折返
[ri'trækt] v.缩回，收回
[ri'tri:t] n./v.撤退；隐居处
[ri'trentʃ] v.节省，紧缩费用
[,retri'bju:ʃən] n.报应，惩罚
[ri'tri:v] v./n.寻回，取回；挽回(错误)
[ri'vi:liŋ] a.暴露的，裸露的；揭露真相的
[,revi'leiʃən] n.显示，显露；泄露的事实
['revlri] n.(喧闹的)狂欢
[ri'vendʒ] v.&n.报复，报仇
['revinju:] n.总收入；国家的税收收入
[ri'və:bəreit] v.起回声，回响
[ri'viə] v.深表尊敬
['revəri] n.幻想，白日梦；(音)梦幻曲，幻想曲
[ri'və:s] n.反面；相反；v.倒车；反转
[ri'və:t] v.恢复，回复到；(思路、话题)回到„上，重新考虑
[ri'vail] v.辱骂，恶言相向
[ri'vaiz] n./v.改变，修正
['ri:'vaitəlaiz] v.使重新充满活力，使新生，使再兴
[ri'vaiv] v.使苏醒；再流行，使重新使用
[ri'vəult] v.叛乱，造反；反感
[ri'vju:] n.时事讽刺剧
[ri'wɔ:d] n.酬报，奖赏；v.酬谢，奖赏
[ri'wɔ:diŋ] a.有益的，值得做的
['retərik] n.修辞学；（贬）浮夸的言语
['rainstəun] n.水晶石，莱茵石
['ru:bɑ:b] n.(植物)大黄；v./n.喧闹争吵
[raim] n.押韵；v.押韵
['riðmik] a.有节奏的
[rib] n.(医)肋骨；伞骨
['ribəld] a.(下流，粗鄙方式)幽默的
['rikiti] a.不牢固的，摇摇欲坠的
['ridl] n.谜语
['raidə] n.骑手；附文，附件
[ridʒ] n.脊(如屋脊，山脊等)，隆起物
['ridikju:l] n.奚落，嘲笑；v.嘲笑
[raif] a.(尤指不良事物或现象)流行的，普遍的
['raifl] n.步枪；v.搜查并抢劫
[rift] n.裂口，断裂；(人之间的)矛盾、不和
[riɡ] v.欺骗，舞弊，伪造
['ridʒid] a.硬性的，刚硬的；(规则，方法)死板的
['riɡə] n.严酷；严格，苛刻；(尤指思想)严密，精确
[rail] v.使„恼火，激怒
[raind] n.(西瓜等)硬外皮
['riŋlit] n.长的卷发
['raiət] v.参加暴动
['raiətəs] a.暴乱的；喧闹的
['raipən] v.使成熟
['ripl] v.起涟漪；n.细浪，涟漪
[rait] n.(宗教的)仪式
['ritʃuəl] n.仪式，例行习惯
['raivəl] n.竞争者，对手；v.与„匹敌
['raivəlri] n.竞争，对抗
[raiv] v.撕开，分裂
